Country GPSC_PoPUNK2 Sample_accession Lane_accession
SOUTH AFRICA 5 ERS566394 ERR773969
SOUTH AFRICA 5 ERS566487 ERR773998
SOUTH AFRICA 5 ERS566485 ERR773873
SOUTH AFRICA 5 ERS566378 ERR774014
SOUTH AFRICA 5 ERS566449 ERR774035
SOUTH AFRICA 5 ERS566458 ERR774038
SOUTH AFRICA 5 ERS566467 ERR774041
SOUTH AFRICA 5 ERS566558 ERR774079
SOUTH AFRICA 5 ERS566567 ERR774086
SOUTH AFRICA 5 ERS566627 ERR774333
SOUTH AFRICA 5 ERS566715 ERR774515
SOUTH AFRICA 5 ERS566723 ERR774523
SOUTH AFRICA 5 ERS566731 ERR774531
SOUTH AFRICA 5 ERS566772 ERR774101
SOUTH AFRICA 5 ERS566781 ERR774110
SOUTH AFRICA 5 ERS566801 ERR774130
SOUTH AFRICA 5 ERS566813 ERR774142
SOUTH AFRICA 5 ERS566820 ERR774149
SOUTH AFRICA 5 ERS566838 ERR909328
SOUTH AFRICA 5 ERS566843 ERR774169
SOUTH AFRICA 5 ERS566851 ERR774177
SOUTH AFRICA 5 ERS566876 ERR774202
SOUTH AFRICA 5 ERS566897 ERR774223
SOUTH AFRICA 5 ERS708373 ERR1066252
SOUTH AFRICA 5 ERS708384 ERR1066257
SOUTH AFRICA 5 ERS708449 ERR1066289
SOUTH AFRICA 5 ERS708340 ERR1066328
SOUTH AFRICA 5 ERS708383 ERR1066351
SOUTH AFRICA 5 ERS708385 ERR1066352
SOUTH AFRICA 5 ERS708428 ERR1066373
SOUTH AFRICA 5 ERS708430 ERR1066374
SOUTH AFRICA 5 ERS708446 ERR1065831
SOUTH AFRICA 5 ERS708452 ERR1065834
SOUTH AFRICA 5 ERS708456 ERR1065836
SOUTH AFRICA 5 ERS708477 ERR1065850
SOUTH AFRICA 5 ERS708484 ERR1065854
SOUTH AFRICA 5 ERS708496 ERR1065860
SOUTH AFRICA 5 ERS708524 ERR1065874
SOUTH AFRICA 5 ERS708563 ERR1065894
SOUTH AFRICA 5 ERS708611 ERR1065918
SOUTH AFRICA 5 ERS708626 ERR1065397
SOUTH AFRICA 5 ERS3781743 ERR3723264
SOUTH AFRICA 5 ERS3781853 ERR3723317
SOUTH AFRICA 5 ERS3781891 ERR3723467
SOUTH AFRICA 5 ERS3781912 ERR3723552
SOUTH AFRICA 5 ERS3781913 ERR3723555
SOUTH AFRICA 5 ERS3781917 ERR3723572
SOUTH AFRICA 5 ERS3781919 ERR3723197
SOUTH AFRICA 5 ERS3781929 ERR3723236
SOUTH AFRICA 5 ERS3781937 ERR3723269
SOUTH AFRICA 5 ERS3781957 ERR3723349
SOUTH AFRICA 5 ERS3781964 ERR3723374
SOUTH AFRICA 5 ERS3781988 ERR3723470
SOUTH AFRICA 5 ERS3782003 ERR3723528
SOUTH AFRICA 5 ERS3782047 ERR3795459
SOUTH AFRICA 5 ERS3782051 ERR3795475
SOUTH AFRICA 5 ERS3782054 ERR3795483
SOUTH AFRICA 5 ERS3782105 ERR3795725
SOUTH AFRICA 5 ERS3782119 ERR3795400
SOUTH AFRICA 5 ERS3782128 ERR3795435
SOUTH AFRICA 5 ERS3782143 ERR3795501
SOUTH AFRICA 5 ERS3782154 ERR3795539
SOUTH AFRICA 5 ERS3782181 ERR3795647
SOUTH AFRICA 5 ERS3782190 ERR3795672
SOUTH AFRICA 5 ERS3782196 ERR3795694
SOUTH AFRICA 5 ERS3782216 ERR3795382
SOUTH AFRICA 5 ERS3782229 ERR3795433
SOUTH AFRICA 5 ERS3782237 ERR3795462
SOUTH AFRICA 5 ERS3782269 ERR3723234
SOUTH AFRICA 5 ERS3782272 ERR3795583
SOUTH AFRICA 5 ERS3782305 ERR3795401
SOUTH AFRICA 5 ERS3782379 ERR3795603
SOUTH AFRICA 5 ERS3782390 ERR3795648
SOUTH AFRICA 5 ERS3782411 ERR3795730
SOUTH AFRICA 5 ERS3782415 ERR3796130
SOUTH AFRICA 5 ERS3782417 ERR3796138
SOUTH AFRICA 5 ERS3782581 ERR3796419
SOUTH AFRICA 5 ERS3782623 ERR3796183
SOUTH AFRICA 5 ERS3782657 ERR3796318
SOUTH AFRICA 5 ERS3782665 ERR3796347
SOUTH AFRICA 5 ERS3782672 ERR3796371
SOUTH AFRICA 5 ERS3782682 ERR3723296
SOUTH AFRICA 5 ERS3782711 ERR3796481
SOUTH AFRICA 5 ERS3782729 ERR3796152
SOUTH AFRICA 5 ERS3782748 ERR3796206
SOUTH AFRICA 5 ERS3782772 ERR3796278
SOUTH AFRICA 5 ERS3782820 ERR3796434
SOUTH AFRICA 5 ERS3782828 ERR3796467
SOUTH AFRICA 5 ERS3782892 ERR3723809
SOUTH AFRICA 5 ERS3782905 ERR3723854
SOUTH AFRICA 5 ERS3782924 ERR3723918
SOUTH AFRICA 5 ERS3782945 ERR3723621
SOUTH AFRICA 5 ERS3782952 ERR3723647
SOUTH AFRICA 5 ERS3782972 ERR3723727
SOUTH AFRICA 5 ERS3782991 ERR3723810
SOUTH AFRICA 5 ERS3783011 ERR3723882
SOUTH AFRICA 5 ERS3783020 ERR3723915
SOUTH AFRICA 5 ERS3783072 ERR3723662
SOUTH AFRICA 5 ERS3783087 ERR3723721
SOUTH AFRICA 5 ERS3783090 ERR3723733
SOUTH AFRICA 5 ERS3783092 ERR3723738
SOUTH AFRICA 5 ERS3783062 ERR3723830
SOUTH AFRICA 5 ERS3783100 ERR3723856
SOUTH AFRICA 5 ERS3783112 ERR3723904
SOUTH AFRICA 5 ERS3783151 ERR3723669
SOUTH AFRICA 5 ERS3783166 ERR3723430
SOUTH AFRICA 5 ERS3783171 ERR3723437
SOUTH AFRICA 5 ERS3783218 ERR3723932
SOUTH AFRICA 5 ERS3783221 ERR3723441
SOUTH AFRICA 5 ERS3783226 ERR3723955
SOUTH AFRICA 5 ERS3783246 ERR3795820
SOUTH AFRICA 5 ERS3783262 ERR3795875
SOUTH AFRICA 5 ERS3783362 ERR3796109
SOUTH AFRICA 5 ERS3783331 ERR3795801
SOUTH AFRICA 5 ERS3783333 ERR3795809
SOUTH AFRICA 5 ERS3783339 ERR3795835
SOUTH AFRICA 5 ERS3783409 ERR3796056
SOUTH AFRICA 5 ERS3783432 ERR3795765
SOUTH AFRICA 5 ERS3783434 ERR3795774
SOUTH AFRICA 5 ERS3783453 ERR3795845
SOUTH AFRICA 5 ERS3783489 ERR3795987
SOUTH AFRICA 5 ERS3783546 ERR3795832
SOUTH AFRICA 5 ERS3783592 ERR3795941
SOUTH AFRICA 5 ERS3783609 ERR3796007
SOUTH AFRICA 5 ERS3783662 ERR3796554
SOUTH AFRICA 5 ERS464187 ERR632872
SOUTH AFRICA 5 ERS464189 ERR632874
SOUTH AFRICA 5 ERS464233 ERR632918
SOUTH AFRICA 5 ERS464237 ERR632922
SOUTH AFRICA 5 ERS464252 ERR632937
SOUTH AFRICA 5 ERS464285 ERR600319
SOUTH AFRICA 5 ERS464302 ERR600335
SOUTH AFRICA 5 ERS464318 ERR600351
SOUTH AFRICA 5 ERS464419 ERR600450
SOUTH AFRICA 5 ERS464482 ERR600466
SOUTH AFRICA 5 ERS464484 ERR600468
SOUTH AFRICA 5 ERS464501 ERR600485
SOUTH AFRICA 5 ERS638708 ERR900718
SOUTH AFRICA 5 ERS640110 ERR925288
SOUTH AFRICA 5 ERS638787 ERR925067
SOUTH AFRICA 5 ERS640071 ERR925249
SOUTH AFRICA 5 ERS640173 ERR925351
SOUTH AFRICA 5 ERS640223 ERR925401
SOUTH AFRICA 5 ERS707519 ERR1065113
SOUTH AFRICA 5 ERS707543 ERR1065125
SOUTH AFRICA 5 ERS707548 ERR1065127
SOUTH AFRICA 5 ERS707571 ERR1065139
SOUTH AFRICA 5 ERS638899 ERR925099
SOUTH AFRICA 5 ERS707614 ERR1065161
SOUTH AFRICA 5 ERS707628 ERR1065169
SOUTH AFRICA 5 ERS707634 ERR1065172
SOUTH AFRICA 5 ERS707636 ERR1065173
SOUTH AFRICA 5 ERS707641 ERR1065176
SOUTH AFRICA 5 ERS707689 ERR1065200
SOUTH AFRICA 5 ERS707693 ERR1065202
SOUTH AFRICA 5 ERS707700 ERR1065293
SOUTH AFRICA 5 ERS707727 ERR1065309
SOUTH AFRICA 5 ERS707799 ERR1065342
SOUTH AFRICA 5 ERS707822 ERR1065353
SOUTH AFRICA 5 ERS707860 ERR1065372
SOUTH AFRICA 5 ERS707893 ERR1065390
SOUTH AFRICA 5 ERS707710 ERR1065921
SOUTH AFRICA 5 ERS707730 ERR1065931
SOUTH AFRICA 5 ERS707764 ERR1065949
SOUTH AFRICA 5 ERS707808 ERR1065973
SOUTH AFRICA 5 ERS707871 ERR1066005
SOUTH AFRICA 5 ERS707883 ERR1065640
SOUTH AFRICA 5 ERS707885 ERR1065641
SOUTH AFRICA 5 ERS707897 ERR1065644
SOUTH AFRICA 5 ERS707960 ERR1065677
SOUTH AFRICA 5 ERS707980 ERR1065687
SOUTH AFRICA 5 ERS708034 ERR1065713
SOUTH AFRICA 5 ERS708083 ERR1066017
SOUTH AFRICA 5 ERS708003 ERR1066067
SOUTH AFRICA 5 ERS708032 ERR1066082
SOUTH AFRICA 5 ERS708043 ERR1066088
SOUTH AFRICA 5 ERS708183 ERR1066159
SOUTH AFRICA 5 ERS708242 ERR1066186
SOUTH AFRICA 5 ERS638677 ERR900687
SOUTH AFRICA 5 ERS708203 ERR1065799
SOUTH AFRICA 5 ERS708332 ERR1066324
SOUTH AFRICA 5 ERS708542 ERR1065441
SOUTH AFRICA 5 ERS638810 ERR908882
SOUTH AFRICA 5 ERS708660 ERR1065506
SOUTH AFRICA 5 ERS638644 ERR900654
SOUTH AFRICA 5 ERS708708 ERR1065554
SOUTH AFRICA 5 ERS638767 ERR908852
SOUTH AFRICA 5 ERS638670 ERR900680
SOUTH AFRICA 5 ERS638969 ERR909278
SOUTH AFRICA 5 ERS639004 ERR909313
SOUTH AFRICA 5 ERS638981 ERR909290
SOUTH AFRICA 5 ERS638926 ERR909235
SOUTH AFRICA 5 ERS638959 ERR909268
SOUTH AFRICA 5 ERS639027 ERR913493
SOUTH AFRICA 5 ERS639153 ERR913100
SOUTH AFRICA 5 ERS639172 ERR913119
SOUTH AFRICA 5 ERS639114 ERR913073
SOUTH AFRICA 5 ERS639195 ERR908946
SOUTH AFRICA 5 ERS639259 ERR908997
SOUTH AFRICA 5 ERS639234 ERR908974
SOUTH AFRICA 5 ERS639285 ERR909023
SOUTH AFRICA 5 ERS639215 ERR908960
SOUTH AFRICA 5 ERS639254 ERR908992
SOUTH AFRICA 5 ERS638697 ERR900707
SOUTH AFRICA 5 ERS639774 ERR909065
SOUTH AFRICA 5 ERS638705 ERR900715
SOUTH AFRICA 5 ERS639839 ERR909130
SOUTH AFRICA 5 ERS639760 ERR909051
SOUTH AFRICA 5 ERS639841 ERR909132
SOUTH AFRICA 5 ERS639794 ERR909085
SOUTH AFRICA 5 ERS639787 ERR909078
SOUTH AFRICA 5 ERS639812 ERR909103
SOUTH AFRICA 5 ERS639869 ERR909160
SOUTH AFRICA 5 ERS639901 ERR909192
SOUTH AFRICA 5 ERS639862 ERR909153
SOUTH AFRICA 5 ERS639894 ERR909185
SOUTH AFRICA 5 ERS638692 ERR900702
SOUTH AFRICA 5 ERS639848 ERR909139
SOUTH AFRICA 5 ERS639888 ERR909179
SOUTH AFRICA 5 ERS639928 ERR909219
SOUTH AFRICA 5 ERS639936 ERR909227
SOUTH AFRICA 5 ERS639883 ERR909174
SOUTH AFRICA 5 ERS640014 ERR925194
SOUTH AFRICA 5 ERS639943 ERR925125
SOUTH AFRICA 5 ERS639951 ERR925133
SOUTH AFRICA 5 ERS640069 ERR925247
SOUTH AFRICA 5 ERS640077 ERR925255
SOUTH AFRICA 5 ERS640093 ERR925271
SOUTH AFRICA 5 ERS640101 ERR925279
SOUTH AFRICA 5 ERS640038 ERR925216
SOUTH AFRICA 5 ERS390748 ERR490717
SOUTH AFRICA 5 ERS390762 ERR490731
SOUTH AFRICA 5 ERS390781 ERR490750
SOUTH AFRICA 5 ERS390802 ERR490771
SOUTH AFRICA 5 ERS390817 ERR490786
SOUTH AFRICA 5 ERS390826 ERR490795
SOUTH AFRICA 5 ERS390658 ERR505909
SOUTH AFRICA 5 ERS428980 ERR570440
SOUTH AFRICA 5 ERS428634 ERR568476
SOUTH AFRICA 5 ERS428650 ERR568491
SOUTH AFRICA 5 ERS428666 ERR568507
SOUTH AFRICA 5 ERS428710 ERR568550
SOUTH AFRICA 5 ERS428727 ERR568567
SOUTH AFRICA 5 ERS428757 ERR568597
SOUTH AFRICA 5 ERS428758 ERR568598
SOUTH AFRICA 5 ERS428759 ERR568599
SOUTH AFRICA 5 ERS428767 ERR568607
SOUTH AFRICA 5 ERS428825 ERR568662
SOUTH AFRICA 5 ERS428832 ERR568669
SOUTH AFRICA 5 ERS428867 ERR568700
SOUTH AFRICA 5 ERS428889 ERR568722
SOUTH AFRICA 5 ERS428954 ERR570414
SOUTH AFRICA 5 ERS390647 ERR505898
SOUTH AFRICA 5 ERS2078764 ERR2532595
KENYA 5 ERS2862899 ERR3192259
KENYA 5 ERS2862058 ERR3217435
KENYA 5 ERS2862086 ERR3217554
KENYA 5 ERS2862129 ERR3217630
KENYA 5 ERS2862141 ERR3217675
KENYA 5 ERS2021568 ERR2352239
KENYA 5 ERS2021572 ERR2352243
KENYA 5 ERS2862905 ERR3192265
KENYA 5 ERS2862168 ERR3217758
KENYA 5 ERS2862172 ERR3217396
KENYA 5 ERS2862198 ERR3217483
KENYA 5 ERS2862236 ERR3217633
KENYA 5 ERS2862244 ERR3217664
KENYA 5 ERS2862943 ERR3192341
KENYA 5 ERS2862897 ERR3192257
KENYA 5 ERS2862308 ERR3217513
KENYA 5 ERS2862328 ERR3217581
KENYA 5 ERS2862331 ERR3217595
KENYA 5 ERS2862342 ERR3217636
KENYA 5 ERS2862346 ERR3217709
KENYA 5 ERS2862349 ERR3217721
KENYA 5 ERS2862350 ERR3217723
KENYA 5 ERS2862352 ERR3217731
KENYA 5 ERS2862388 ERR3164130
KENYA 5 ERS2862415 ERR3164211
KENYA 5 ERS2862467 ERR3164370
KENYA 5 ERS2862491 ERR3164463
KENYA 5 ERS2862492 ERR3217594
KENYA 5 ERS3655308 ERR3655429
KENYA 5 ERS3862696 not found
KENYA 5 ERS3862695 not found
KENYA 5 ERS2862842 ERR3192349
KENYA 5 ERS2862845 ERR3192356
KENYA 5 ERS2862849 ERR3192368
KENYA 5 ERS2862887 ERR3217328
KENYA 5 ERS2862614 ERR3164120
KENYA 5 ERS2862616 ERR3164128
KENYA 5 ERS2862619 ERR3164140
KENYA 5 ERS2862638 ERR3164193
KENYA 5 ERS2862661 ERR3164283
KENYA 5 ERS2862702 ERR3164440
KENYA 5 ERS2862714 ERR3164105
KENYA 5 ERS2862734 ERR3164174
KENYA 5 ERS2862750 ERR3164239
KENYA 5 ERS2862759 ERR3164272
KENYA 5 ERS2862766 ERR3164300
KENYA 5 ERS2862782 ERR3164361
KENYA 5 ERS2862784 ERR3164369
KENYA 5 ERS3655246 ERR3655483
KENYA 5 ERS3655281 ERR3655507
KENYA 5 ERS3655288 ERR3655513
SOUTH AFRICA 5 ERS4023974 ERR3864439
SOUTH AFRICA 5 ERS4024005 ERR3864468
SOUTH AFRICA 5 ERS4023980 ERR3864442
SOUTH AFRICA 5 ERS4024007 ERR3864470
SOUTH AFRICA 5 ERS4023982 ERR3864445
SOUTH AFRICA 5 ERS4026655 ERR3864347
SOUTH AFRICA 5 ERS4023992 ERR3864450
SOUTH AFRICA 5 ERS4026666 ERR3864369
SOUTH AFRICA 5 ERS4023996 ERR3864459
SOUTH AFRICA 5 ERS4023997 ERR3864460
SOUTH AFRICA 5 ERS4026680 ERR3864401
MALAWI 10 ERS726012 ERR1202398
MALAWI 10 ERS726003 ERR1202393
MALAWI 10 ERS726026 ERR1202408
MALAWI 10 ERS726057 ERR1202425
MALAWI 10 ERS725799 ERR1202199
MALAWI 10 ERS553469 ERR774632
MALAWI 10 ERS625605 ERR862526
MALAWI 10 ERS625539 ERR862464
MALAWI 10 ERS625469 ERR862396
MALAWI 10 ERS625736 ERR869922
MALAWI 10 ERS625961 ERR869973
MALAWI 10 ERS625574 ERR862495
MALAWI 10 ERS625748 ERR869933
MALAWI 10 ERS625708 ERR869895
MALAWI 10 ERS625731 ERR869917
MALAWI 10 ERS725880 ERR1202331
MALAWI 10 ERS215184 ERR316833
MALAWI 10 ERS215307 ERR311079
MALAWI 10 ERS215248 ERR316893
MALAWI 10 ERS215331 ERR311102
MALAWI 10 ERS215065 ERR316719
MALAWI 10 ERS625714 ERR869901
MALAWI 10 ERS214996 ERR316652
MALAWI 10 ERS214953 ERR316614
MALAWI 10 ERS625547 ERR862272
MALAWI 10 ERS726146 ERR1202559
MALAWI 10 ERS726091 ERR1202531
MALAWI 10 ERS813194 ERR1453517
MALAWI 10 ERS553582 ERR774693
MALAWI 10 ERS553586 ERR774695
MALAWI 10 ERS553618 ERR774712
MALAWI 10 ERS553629 ERR774722
MALAWI 10 ERS553630 ERR774723
MALAWI 10 ERS553631 ERR774724
MALAWI 10 ERS725798 ERR1191893
MALAWI 10 ERS725805 ERR1202119
MALAWI 10 ERS725818 ERR1202126
MALAWI 10 ERS726154 ERR1202470
MALAWI 10 ERS725955 ERR1202369
MALAWI 10 ERS725298 ERR1288905
MALAWI 10 ERS725308 ERR1638463
THE GAMBIA 10 ERS627222 ERR870228
THE GAMBIA 10 ERS719696 ERR1191941
THE GAMBIA 10 ERS719825 ERR1191842
THE GAMBIA 10 ERS745652 ERR1540691
THE GAMBIA 10 ERS812050 ERR1453476
THE GAMBIA 10 ERS1222250 ERR1658084
THE GAMBIA 10 ERS1222297 ERR1658131
THE GAMBIA 10 ERS1813363 ERR2089080
THE GAMBIA 10 ERS1813422 ERR2089354
THE GAMBIA 10 ERS1813435 ERR2089149
THE GAMBIA 10 ERS1574443 ERR2090038
THE GAMBIA 10 ERS1574444 ERR2090039
THE GAMBIA 10 ERS1574472 ERR2090067
SOUTH AFRICA 10 ERS464647 ERR600624
SOUTH AFRICA 10 ERS464667 ERR632984
SOUTH AFRICA 10 ERS464686 ERR633003
SOUTH AFRICA 10 ERS464743 ERR633058
SOUTH AFRICA 10 ERS464763 ERR633077
SOUTH AFRICA 10 ERS566901 ERR774227
SOUTH AFRICA 10 ERS464788 ERR633102
SOUTH AFRICA 10 ERS464795 ERR633109
SOUTH AFRICA 10 ERS464855 ERR646580
SOUTH AFRICA 10 ERS464859 ERR646584
SOUTH AFRICA 10 ERS464875 ERR646600
SOUTH AFRICA 10 ERS508305 ERR730527
SOUTH AFRICA 10 ERS508381 ERR730555
SOUTH AFRICA 10 ERS508387 ERR730557
SOUTH AFRICA 10 ERS508397 ERR730560
SOUTH AFRICA 10 ERS508427 ERR730569
SOUTH AFRICA 10 ERS508467 ERR730582
SOUTH AFRICA 10 ERS508488 ERR730589
SOUTH AFRICA 10 ERS508315 ERR701783
SOUTH AFRICA 10 ERS508363 ERR701802
SOUTH AFRICA 10 ERS508426 ERR701822
SOUTH AFRICA 10 ERS508520 ERR701853
SOUTH AFRICA 10 ERS508532 ERR701857
SOUTH AFRICA 10 ERS508348 ERR714448
SOUTH AFRICA 10 ERS508437 ERR714481
SOUTH AFRICA 10 ERS508463 ERR714490
SOUTH AFRICA 10 ERS508528 ERR714513
SOUTH AFRICA 10 ERS508559 ERR714527
SOUTH AFRICA 10 ERS508615 ERR730697
SOUTH AFRICA 10 ERS508642 ERR730705
SOUTH AFRICA 10 ERS508646 ERR730706
SOUTH AFRICA 10 ERS508664 ERR730713
SOUTH AFRICA 10 ERS508709 ERR730729
SOUTH AFRICA 10 ERS508748 ERR730743
SOUTH AFRICA 10 ERS508737 ERR714581
SOUTH AFRICA 10 ERS508812 ERR714608
SOUTH AFRICA 10 ERS508826 ERR714615
SOUTH AFRICA 10 ERS508649 ERR730772
SOUTH AFRICA 10 ERS508776 ERR730811
SOUTH AFRICA 10 ERS508866 ERR730855
SOUTH AFRICA 10 ERS509140 ERR714645
SOUTH AFRICA 10 ERS508886 ERR714678
SOUTH AFRICA 10 ERS508900 ERR714692
SOUTH AFRICA 10 ERS708730 ERR1065576
SOUTH AFRICA 10 ERS508910 ERR714702
SOUTH AFRICA 10 ERS508912 ERR714704
SOUTH AFRICA 10 ERS508914 ERR714706
SOUTH AFRICA 10 ERS508996 ERR730890
SOUTH AFRICA 10 ERS509012 ERR730898
SOUTH AFRICA 10 ERS509041 ERR730913
SOUTH AFRICA 10 ERS509057 ERR730921
SOUTH AFRICA 10 ERS509077 ERR730931
SOUTH AFRICA 10 ERS509091 ERR730938
SOUTH AFRICA 10 ERS509100 ERR730942
SOUTH AFRICA 10 ERS508986 ERR736919
SOUTH AFRICA 10 ERS509072 ERR730634
SOUTH AFRICA 10 ERS509093 ERR730644
SOUTH AFRICA 10 ERS509126 ERR730665
SOUTH AFRICA 10 ERS566297 ERR773913
SOUTH AFRICA 10 ERS566334 ERR773950
SOUTH AFRICA 10 ERS566427 ERR773979
SOUTH AFRICA 10 ERS566443 ERR773984
SOUTH AFRICA 10 ERS566374 ERR773830
SOUTH AFRICA 10 ERS566387 ERR773835
SOUTH AFRICA 10 ERS566457 ERR773863
SOUTH AFRICA 10 ERS566460 ERR773864
SOUTH AFRICA 10 ERS566518 ERR773887
SOUTH AFRICA 10 ERS566544 ERR773900
SOUTH AFRICA 10 ERS566698 ERR774498
SOUTH AFRICA 10 ERS566700 ERR774500
SOUTH AFRICA 10 ERS566736 ERR774536
SOUTH AFRICA 10 ERS708164 ERR1065780
SOUTH AFRICA 10 ERS708227 ERR1065812
SOUTH AFRICA 10 ERS708301 ERR1066308
SOUTH AFRICA 10 ERS708483 ERR1065853
SOUTH AFRICA 10 ERS708577 ERR1065901
SOUTH AFRICA 10 ERS3781705 ERR3723501
SOUTH AFRICA 10 ERS3781707 ERR3723509
SOUTH AFRICA 10 ERS3781711 ERR3723522
SOUTH AFRICA 10 ERS3781735 ERR3723235
SOUTH AFRICA 10 ERS3781739 ERR3723243
SOUTH AFRICA 10 ERS3781755 ERR3723315
SOUTH AFRICA 10 ERS3781762 ERR3723344
SOUTH AFRICA 10 ERS3781764 ERR3723352
SOUTH AFRICA 10 ERS3781765 ERR3723355
SOUTH AFRICA 10 ERS3781773 ERR3723380
SOUTH AFRICA 10 ERS3781777 ERR3723398
SOUTH AFRICA 10 ERS3781785 ERR3723432
SOUTH AFRICA 10 ERS3781790 ERR3723451
SOUTH AFRICA 10 ERS3781804 ERR3723531
SOUTH AFRICA 10 ERS3781838 ERR3723278
SOUTH AFRICA 10 ERS3781903 ERR3723514
SOUTH AFRICA 10 ERS3781970 ERR3723403
SOUTH AFRICA 10 ERS3781974 ERR3723415
SOUTH AFRICA 10 ERS3782049 ERR3795463
SOUTH AFRICA 10 ERS3782017 ERR3795553
SOUTH AFRICA 10 ERS3782148 ERR3795515
SOUTH AFRICA 10 ERS3782167 ERR3795588
SOUTH AFRICA 10 ERS3782198 ERR3795702
SOUTH AFRICA 10 ERS3782393 ERR3795658
SOUTH AFRICA 10 ERS3782513 ERR3796139
SOUTH AFRICA 10 ERS3782528 ERR3796201
SOUTH AFRICA 10 ERS3782543 ERR3796265
SOUTH AFRICA 10 ERS3782568 ERR3796372
SOUTH AFRICA 10 ERS3782577 ERR3796403
SOUTH AFRICA 10 ERS3782582 ERR3796424
SOUTH AFRICA 10 ERS3782586 ERR3796436
SOUTH AFRICA 10 ERS3782593 ERR3796466
SOUTH AFRICA 10 ERS3782598 ERR3796488
SOUTH AFRICA 10 ERS3782618 ERR3796170
SOUTH AFRICA 10 ERS3782624 ERR3796187
SOUTH AFRICA 10 ERS3782632 ERR3796221
SOUTH AFRICA 10 ERS3782641 ERR3796250
SOUTH AFRICA 10 ERS3782650 ERR3796293
SOUTH AFRICA 10 ERS3782676 ERR3796384
SOUTH AFRICA 10 ERS3782690 ERR3723308
SOUTH AFRICA 10 ERS3782704 ERR3796460
SOUTH AFRICA 10 ERS3782706 ERR3723326
SOUTH AFRICA 10 ERS3782721 ERR3796511
SOUTH AFRICA 10 ERS3782741 ERR3796181
SOUTH AFRICA 10 ERS3782755 ERR3796224
SOUTH AFRICA 10 ERS3782835 ERR3723394
SOUTH AFRICA 10 ERS3782937 ERR3723588
SOUTH AFRICA 10 ERS3782964 ERR3723693
SOUTH AFRICA 10 ERS3782970 ERR3723723
SOUTH AFRICA 10 ERS3782987 ERR3723780
SOUTH AFRICA 10 ERS3782985 ERR3723784
SOUTH AFRICA 10 ERS3783070 ERR3723653
SOUTH AFRICA 10 ERS3783059 ERR3723820
SOUTH AFRICA 10 ERS3783137 ERR3723614
SOUTH AFRICA 10 ERS3783145 ERR3723644
SOUTH AFRICA 10 ERS3783160 ERR3723702
SOUTH AFRICA 10 ERS3783206 ERR3723883
SOUTH AFRICA 10 ERS3783212 ERR3723908
SOUTH AFRICA 10 ERS3783231 ERR3795762
SOUTH AFRICA 10 ERS3783271 ERR3795910
SOUTH AFRICA 10 ERS3783276 ERR3795929
SOUTH AFRICA 10 ERS3783275 ERR3795933
SOUTH AFRICA 10 ERS3783285 ERR3795957
SOUTH AFRICA 10 ERS3783284 ERR3795961
SOUTH AFRICA 10 ERS3783291 ERR3795981
SOUTH AFRICA 10 ERS3783292 ERR3795989
SOUTH AFRICA 10 ERS3783298 ERR3796013
SOUTH AFRICA 10 ERS3783307 ERR3796045
SOUTH AFRICA 10 ERS3783320 ERR3723469
SOUTH AFRICA 10 ERS3783371 ERR3795755
SOUTH AFRICA 10 ERS3783347 ERR3795864
SOUTH AFRICA 10 ERS3783348 ERR3795868
SOUTH AFRICA 10 ERS3783406 ERR3796043
SOUTH AFRICA 10 ERS3783454 ERR3795849
SOUTH AFRICA 10 ERS3783522 ERR3796118
SOUTH AFRICA 10 ERS3783527 ERR3795752
SOUTH AFRICA 10 ERS3783545 ERR3795828
SOUTH AFRICA 10 ERS3783610 ERR3796004
SOUTH AFRICA 10 ERS3783637 ERR3796530
SOUTH AFRICA 10 ERS3783651 ERR3796543
SOUTH AFRICA 10 ERS3783660 ERR3796552
SOUTH AFRICA 10 ERS3783664 ERR3796556
SOUTH AFRICA 10 ERS464184 ERR632869
SOUTH AFRICA 10 ERS464190 ERR632875
SOUTH AFRICA 10 ERS464213 ERR632898
SOUTH AFRICA 10 ERS464238 ERR632923
SOUTH AFRICA 10 ERS464245 ERR632930
SOUTH AFRICA 10 ERS464373 ERR600405
SOUTH AFRICA 10 ERS464381 ERR600413
SOUTH AFRICA 10 ERS464383 ERR600414
SOUTH AFRICA 10 ERS464388 ERR600419
SOUTH AFRICA 10 ERS464396 ERR600427
SOUTH AFRICA 10 ERS464420 ERR600451
SOUTH AFRICA 10 ERS464536 ERR600520
SOUTH AFRICA 10 ERS464584 ERR600567
SOUTH AFRICA 10 ERS464585 ERR600568
SOUTH AFRICA 10 ERS464587 ERR600570
SOUTH AFRICA 10 ERS566941 ERR774267
SOUTH AFRICA 10 ERS464590 ERR600573
SOUTH AFRICA 10 ERS566949 ERR774275
SOUTH AFRICA 10 ERS464600 ERR600583
SOUTH AFRICA 10 ERS640065 ERR925243
SOUTH AFRICA 10 ERS707541 ERR1065218
SOUTH AFRICA 10 ERS707811 ERR1065348
SOUTH AFRICA 10 ERS707733 ERR1065933
SOUTH AFRICA 10 ERS707931 ERR1065662
SOUTH AFRICA 10 ERS708004 ERR1065699
SOUTH AFRICA 10 ERS708014 ERR1065704
SOUTH AFRICA 10 ERS707909 ERR1066021
SOUTH AFRICA 10 ERS707972 ERR1066052
SOUTH AFRICA 10 ERS708025 ERR1066078
SOUTH AFRICA 10 ERS708191 ERR1066163
